"","skill","jobref","count"
"1455","Models","job83682380",3
"1456","modelling","job83682380",2
"1457","unstructured data","job83682380",0
"1458","optimisation","job83682380",0
"1459","bayesian","job83682380",0
"1460","front end","job83682380",0
"1461","system administration","job83682380",0
"1462","back end","job83682380",0
"1463","big data","job83682380",2
"1464","distributed data","job83682380",0
"1465","cloud Management","job83682380",0
"1466","Hadoop","job83682380",0
"1467","Java","job83682380",0
"1468","R","job83682380",1
"1469","Hive","job83682380",0
"1470","Mapreduce","job83682380",0
"1471","NoSQL","job83682380",0
"1472","Pig","job83682380",0
"1473","SAS","job83682380",0
"1474","C","job83682380",0
"1475","Oracle","job83682380",0
"1476","Teradata","job83682380",0
"1477","SPSS","job83682380",0
"1478","Matlab","job83682380",0
"1479","Perl","job83682380",0
"1480","MySQL","job83682380",0
"1481","PostgreSQL","job83682380",0
"1482","Ruby","job83682380",0
"1483","HTML","job83682380",0
"1484","Stata","job83682380",0
"1485","Julia","job83682380",0
"1486","SQL","job83440888",1
"1487","Python","job83440888",2
"1488","communication skills","job83440888",0
"1489","Scala","job83440888",2
"1490","predictive analytics","job83440888",0
"1491","Natural Language Processing","job83440888",0
"1492","Analytical","job83440888",0
"1493","Creativity","job83440888",0
"1494","Mathematics","job83440888",0
"1495","Math","job83440888",0
"1496","Programming","job83440888",0
"1497","structured Data","job83440888",0
"1498","data Mining","job83440888",2
"1499","scientific Method","job83440888",0
"1500","Math","job83440888",0
"1501","project Management","job83440888",0
"1502","data Management","job83440888",0
"1503","Statistics","job83440888",1
"1504","product design","job83440888",0
"1505","business Development","job83440888",0
"1506","machine Learning","job83440888",2
"1507","algorithms","job83440888",1
"1508","database","job83440888",0
"1509","graphical Models","job83440888",0
"1510","Models","job83440888",0
"1511","modelling","job83440888",0
"1512","unstructured data","job83440888",0
"1513","optimisation","job83440888",0
"1514","bayesian","job83440888",0
"1515","front end","job83440888",0
"1516","system administration","job83440888",0
"1517","back end","job83440888",0
"1518","big data","job83440888",2
"1519","distributed data","job83440888",0
"1520","cloud Management","job83440888",0
"1521","Hadoop","job83440888",3
"1522","Java","job83440888",0
"1523","R","job83440888",0
"1524","Hive","job83440888",1
"1525","Mapreduce","job83440888",0
"1526","NoSQL","job83440888",0
"1527","Pig","job83440888",0
"1528","SAS","job83440888",0
"1529","C","job83440888",0
"1530","Oracle","job83440888",0
"1531","Teradata","job83440888",0
"1532","SPSS","job83440888",0
"1533","Matlab","job83440888",0
"1534","Perl","job83440888",0
"1535","MySQL","job83440888",0
"1536","PostgreSQL","job83440888",0
"1537","Ruby","job83440888",0
"1538","HTML","job83440888",0
"1539","Stata","job83440888",0
"1540","Julia","job83440888",0
"1541","SQL","job83702576",1
"1542","Python","job83702576",1
"1543","communication skills","job83702576",0
"1544","Scala","job83702576",0
"1545","predictive analytics","job83702576",0
"1546","Natural Language Processing","job83702576",0
"1547","Analytical","job83702576",1
"1548","Creativity","job83702576",0
"1549","Mathematics","job83702576",0
"1550","Math","job83702576",0
"1551","Programming","job83702576",0
"1552","structured Data","job83702576",0
"1553","data Mining","job83702576",0
"1554","scientific Method","job83702576",0
"1555","Math","job83702576",0
"1556","project Management","job83702576",0
"1557","data Management","job83702576",0
"1558","Statistics","job83702576",0
"1559","product design","job83702576",0
"1560","business Development","job83702576",0
"1561","machine Learning","job83702576",1
"1562","algorithms","job83702576",0
"1563","database","job83702576",0
"1564","graphical Models","job83702576",0
"1565","Models","job83702576",0
"1566","modelling","job83702576",0
"1567","unstructured data","job83702576",0
"1568","optimisation","job83702576",1
"1569","bayesian","job83702576",0
"1570","front end","job83702576",0
"1571","system administration","job83702576",0
"1572","back end","job83702576",0
"1573","big data","job83702576",0
"1574","distributed data","job83702576",0
"1575","cloud Management","job83702576",0
"1576","Hadoop","job83702576",0
"1577","Java","job83702576",0
"1578","R","job83702576",2
"1579","Hive","job83702576",0
"1580","Mapreduce","job83702576",0
"1581","NoSQL","job83702576",0
"1582","Pig","job83702576",0
"1583","SAS","job83702576",0
"1584","C","job83702576",0
"1585","Oracle","job83702576",0
"1586","Teradata","job83702576",0
"1587","SPSS","job83702576",0
"1588","Matlab","job83702576",0
"1589","Perl","job83702576",0
"1590","MySQL","job83702576",1
"1591","PostgreSQL","job83702576",0
"1592","Ruby","job83702576",0
"1593","HTML","job83702576",1
"1594","Stata","job83702576",0
"1595","Julia","job83702576",0
"1596","SQL","job83762892",0
"1597","Python","job83762892",4
"1598","communication skills","job83762892",0
"1599","Scala","job83762892",4
"1600","predictive analytics","job83762892",0
"1601","Natural Language Processing","job83762892",0
"1602","Analytical","job83762892",0
"1603","Creativity","job83762892",0
"1604","Mathematics","job83762892",0
"1605","Math","job83762892",0
"1606","Programming","job83762892",1
"1607","structured Data","job83762892",0
"1608","data Mining","job83762892",0
"1609","scientific Method","job83762892",0
"1610","Math","job83762892",0
"1611","project Management","job83762892",0
"1612","data Management","job83762892",0
"1613","Statistics","job83762892",0
"1614","product design","job83762892",0
"1615","business Development","job83762892",0
"1616","machine Learning","job83762892",5
"1617","algorithms","job83762892",0
"1618","database","job83762892",0
"1619","graphical Models","job83762892",0
"1620","Models","job83762892",0
"1621","modelling","job83762892",0
"1622","unstructured data","job83762892",0
"1623","optimisation","job83762892",0
"1624","bayesian","job83762892",0
"1625","front end","job83762892",0
"1626","system administration","job83762892",0
"1627","back end","job83762892",0
"1628","big data","job83762892",1
"1629","distributed data","job83762892",0
"1630","cloud Management","job83762892",0
"1631","Hadoop","job83762892",1
"1632","Java","job83762892",4
"1633","R","job83762892",0
"1634","Hive","job83762892",0
"1635","Mapreduce","job83762892",0
"1636","NoSQL","job83762892",0
"1637","Pig","job83762892",0
"1638","SAS","job83762892",0
"1639","C","job83762892",0
"1640","Oracle","job83762892",0
"1641","Teradata","job83762892",0
"1642","SPSS","job83762892",0
"1643","Matlab","job83762892",0
"1644","Perl","job83762892",0
"1645","MySQL","job83762892",0
"1646","PostgreSQL","job83762892",0
"1647","Ruby","job83762892",0
"1648","HTML","job83762892",0
"1649","Stata","job83762892",0
"1650","Julia","job83762892",0
"1651","SQL","job83646499",0
"1652","Python","job83646499",2
"1653","communication skills","job83646499",0
"1654","Scala","job83646499",0
"1655","predictive analytics","job83646499",0
"1656","Natural Language Processing","job83646499",0
"1657","Analytical","job83646499",0
"1658","Creativity","job83646499",0
"1659","Mathematics","job83646499",0
"1660","Math","job83646499",0
"1661","Programming","job83646499",1
"1662","structured Data","job83646499",0
"1663","data Mining","job83646499",0
"1664","scientific Method","job83646499",0
"1665","Math","job83646499",0
"1666","project Management","job83646499",0
"1667","data Management","job83646499",0
"1668","Statistics","job83646499",0
"1669","product design","job83646499",0
"1670","business Development","job83646499",0
"1671","machine Learning","job83646499",2
"1672","algorithms","job83646499",1
"1673","database","job83646499",1
"1674","graphical Models","job83646499",0
"1675","Models","job83646499",0
"1676","modelling","job83646499",0
"1677","unstructured data","job83646499",0
"1678","optimisation","job83646499",0
"1679","bayesian","job83646499",0
"1680","front end","job83646499",0
"1681","system administration","job83646499",0
"1682","back end","job83646499",0
"1683","big data","job83646499",1
"1684","distributed data","job83646499",0
"1685","cloud Management","job83646499",0
"1686","Hadoop","job83646499",2
"1687","Java","job83646499",0
"1688","R","job83646499",2
"1689","Hive","job83646499",0
"1690","Mapreduce","job83646499",2
"1691","NoSQL","job83646499",0
"1692","Pig","job83646499",0
"1693","SAS","job83646499",0
"1694","C","job83646499",0
"1695","Oracle","job83646499",0
"1696","Teradata","job83646499",0
"1697","SPSS","job83646499",0
"1698","Matlab","job83646499",0
"1699","Perl","job83646499",0
"1700","MySQL","job83646499",0
"1701","PostgreSQL","job83646499",0
"1702","Ruby","job83646499",0
"1703","HTML","job83646499",0
"1704","Stata","job83646499",0
"1705","Julia","job83646499",0
"1706","SQL","job83729690",0
"1707","Python","job83729690",4
"1708","communication skills","job83729690",0
"1709","Scala","job83729690",0
"1710","predictive analytics","job83729690",0
"1711","Natural Language Processing","job83729690",3
"1712","Analytical","job83729690",0
"1713","Creativity","job83729690",0
"1714","Mathematics","job83729690",0
"1715","Math","job83729690",0
"1716","Programming","job83729690",0
"1717","structured Data","job83729690",0
"1718","data Mining","job83729690",2
"1719","scientific Method","job83729690",0
"1720","Math","job83729690",0
"1721","project Management","job83729690",0
"1722","data Management","job83729690",0
"1723","Statistics","job83729690",0
"1724","product design","job83729690",0
"1725","business Development","job83729690",0
"1726","machine Learning","job83729690",4
"1727","algorithms","job83729690",1
"1728","database","job83729690",0
"1729","graphical Models","job83729690",0
"1730","Models","job83729690",0
"1731","modelling","job83729690",0
"1732","unstructured data","job83729690",0
"1733","optimisation","job83729690",0
"1734","bayesian","job83729690",0
"1735","front end","job83729690",0
"1736","system administration","job83729690",0
"1737","back end","job83729690",0
"1738","big data","job83729690",0
"1739","distributed data","job83729690",0
"1740","cloud Management","job83729690",0
"1741","Hadoop","job83729690",0
"1742","Java","job83729690",0
"1743","R","job83729690",0
"1744","Hive","job83729690",0
"1745","Mapreduce","job83729690",0
"1746","NoSQL","job83729690",0
"1747","Pig","job83729690",0
"1748","SAS","job83729690",0
"1749","C","job83729690",0
"1750","Oracle","job83729690",0
"1751","Teradata","job83729690",0
"1752","SPSS","job83729690",0
"1753","Matlab","job83729690",0
"1754","Perl","job83729690",0
"1755","MySQL","job83729690",0
"1756","PostgreSQL","job83729690",0
"1757","Ruby","job83729690",0
"1758","HTML","job83729690",0
"1759","Stata","job83729690",0
"1760","Julia","job83729690",0
"1761","SQL","job83682622",0
"1762","Python","job83682622",1
"1763","communication skills","job83682622",0
"1764","Scala","job83682622",0
"1765","predictive analytics","job83682622",0
"1766","Natural Language Processing","job83682622",0
"1767","Analytical","job83682622",0
"1768","Creativity","job83682622",1
"1769","Mathematics","job83682622",0
"1770","Math","job83682622",0
"1771","Programming","job83682622",0
"1772","structured Data","job83682622",0
"1773","data Mining","job83682622",0
"1774","scientific Method","job83682622",0
"1775","Math","job83682622",0
"1776","project Management","job83682622",0
"1777","data Management","job83682622",0
"1778","Statistics","job83682622",0
"1779","product design","job83682622",0
"1780","business Development","job83682622",0
"1781","machine Learning","job83682622",4
"1782","algorithms","job83682622",1
"1783","database","job83682622",0
"1784","graphical Models","job83682622",0
"1785","Models","job83682622",1
"1786","modelling","job83682622",0
"1787","unstructured data","job83682622",0
"1788","optimisation","job83682622",0
"1789","bayesian","job83682622",0
"1790","front end","job83682622",0
"1791","system administration","job83682622",0
"1792","back end","job83682622",0
"1793","big data","job83682622",0
"1794","distributed data","job83682622",0
"1795","cloud Management","job83682622",0
"1796","Hadoop","job83682622",0
"1797","Java","job83682622",1
"1798","R","job83682622",1
"1799","Hive","job83682622",0
"1800","Mapreduce","job83682622",0
"1801","NoSQL","job83682622",0
"1802","Pig","job83682622",0
"1803","SAS","job83682622",0
"1804","C","job83682622",3
"1805","Oracle","job83682622",0
"1806","Teradata","job83682622",0
"1807","SPSS","job83682622",0
"1808","Matlab","job83682622",0
"1809","Perl","job83682622",0
"1810","MySQL","job83682622",0
"1811","PostgreSQL","job83682622",0
"1812","Ruby","job83682622",0
"1813","HTML","job83682622",0
"1814","Stata","job83682622",0
"1815","Julia","job83682622",0
"1816","SQL","job83631954",1
"1817","Python","job83631954",3
"1818","communication skills","job83631954",0
"1819","Scala","job83631954",0
"1820","predictive analytics","job83631954",0
"1821","Natural Language Processing","job83631954",0
"1822","Analytical","job83631954",0
"1823","Creativity","job83631954",0
"1824","Mathematics","job83631954",1
"1825","Math","job83631954",0
"1826","Programming","job83631954",3
"1827","structured Data","job83631954",0
"1828","data Mining","job83631954",0
"1829","scientific Method","job83631954",0
"1830","Math","job83631954",0
"1831","project Management","job83631954",0
"1832","data Management","job83631954",0
"1833","Statistics","job83631954",1
"1834","product design","job83631954",0
"1835","business Development","job83631954",0
"1836","machine Learning","job83631954",4
"1837","algorithms","job83631954",2
"1838","database","job83631954",0
"1839","graphical Models","job83631954",0
"1840","Models","job83631954",0
"1841","modelling","job83631954",0
"1842","unstructured data","job83631954",0
"1843","optimisation","job83631954",0
"1844","bayesian","job83631954",0
"1845","front end","job83631954",0
"1846","system administration","job83631954",0
"1847","back end","job83631954",0
"1848","big data","job83631954",0
"1849","distributed data","job83631954",0
"1850","cloud Management","job83631954",0
"1851","Hadoop","job83631954",0
"1852","Java","job83631954",0
"1853","R","job83631954",0
"1854","Hive","job83631954",0
"1855","Mapreduce","job83631954",0
"1856","NoSQL","job83631954",0
"1857","Pig","job83631954",0
"1858","SAS","job83631954",0
"1859","C","job83631954",0
"1860","Oracle","job83631954",0
"1861","Teradata","job83631954",0
"1862","SPSS","job83631954",0
"1863","Matlab","job83631954",0
"1864","Perl","job83631954",0
"1865","MySQL","job83631954",0
"1866","PostgreSQL","job83631954",0
"1867","Ruby","job83631954",0
"1868","HTML","job83631954",0
"1869","Stata","job83631954",0
"1870","Julia","job83631954",0
"1871","SQL","job83763391",6
"1872","Python","job83763391",8
"1873","communication skills","job83763391",0
"1874","Scala","job83763391",0
"1875","predictive analytics","job83763391",0
"1876","Natural Language Processing","job83763391",0
"1877","Analytical","job83763391",0
"1878","Creativity","job83763391",0
"1879","Mathematics","job83763391",0
"1880","Math","job83763391",0
"1881","Programming","job83763391",1
"1882","structured Data","job83763391",0
"1883","data Mining","job83763391",0
"1884","scientific Method","job83763391",0
"1885","Math","job83763391",0
"1886","project Management","job83763391",0
"1887","data Management","job83763391",1
"1888","Statistics","job83763391",0
"1889","product design","job83763391",0
"1890","business Development","job83763391",0
"1891","machine Learning","job83763391",5
"1892","algorithms","job83763391",1
"1893","database","job83763391",0
"1894","graphical Models","job83763391",0
"1895","Models","job83763391",0
"1896","modelling","job83763391",0
"1897","unstructured data","job83763391",0
"1898","optimisation","job83763391",0
"1899","bayesian","job83763391",0
"1900","front end","job83763391",0
"1901","system administration","job83763391",0
"1902","back end","job83763391",0
"1903","big data","job83763391",0
"1904","distributed data","job83763391",0
"1905","cloud Management","job83763391",0
"1906","Hadoop","job83763391",0
"1907","Java","job83763391",0
"1908","R","job83763391",0
"1909","Hive","job83763391",0
"1910","Mapreduce","job83763391",0
"1911","NoSQL","job83763391",0
"1912","Pig","job83763391",0
"1913","SAS","job83763391",0
"1914","C","job83763391",0
"1915","Oracle","job83763391",0
"1916","Teradata","job83763391",0
"1917","SPSS","job83763391",0
"1918","Matlab","job83763391",0
"1919","Perl","job83763391",0
"1920","MySQL","job83763391",0
"1921","PostgreSQL","job83763391",0
"1922","Ruby","job83763391",0
"1923","HTML","job83763391",0
"1924","Stata","job83763391",0
"1925","Julia","job83763391",0
"1926","SQL","job83733690",1
"1927","Python","job83733690",1
"1928","communication skills","job83733690",1
"1929","Scala","job83733690",1
"1930","predictive analytics","job83733690",0
"1931","Natural Language Processing","job83733690",0
"1932","Analytical","job83733690",0
"1933","Creativity","job83733690",0
"1934","Mathematics","job83733690",1
"1935","Math","job83733690",0
"1936","Programming","job83733690",0
"1937","structured Data","job83733690",0
"1938","data Mining","job83733690",0
"1939","scientific Method","job83733690",0
"1940","Math","job83733690",0
"1941","project Management","job83733690",0
"1942","data Management","job83733690",0
"1943","Statistics","job83733690",1
"1944","product design","job83733690",0
"1945","business Development","job83733690",0
"1946","machine Learning","job83733690",0
"1947","algorithms","job83733690",1
"1948","database","job83733690",0
"1949","graphical Models","job83733690",0
"1950","Models","job83733690",0
"1951","modelling","job83733690",0
"1952","unstructured data","job83733690",0
"1953","optimisation","job83733690",0
"1954","bayesian","job83733690",0
"1955","front end","job83733690",0
"1956","system administration","job83733690",0
"1957","back end","job83733690",0
"1958","big data","job83733690",0
"1959","distributed data","job83733690",0
"1960","cloud Management","job83733690",0
"1961","Hadoop","job83733690",1
"1962","Java","job83733690",0
"1963","R","job83733690",1
"1964","Hive","job83733690",0
"1965","Mapreduce","job83733690",0
"1966","NoSQL","job83733690",0
"1967","Pig","job83733690",0
"1968","SAS","job83733690",1
"1969","C","job83733690",0
"1970","Oracle","job83733690",1
"1971","Teradata","job83733690",0
"1972","SPSS","job83733690",0
"1973","Matlab","job83733690",1
"1974","Perl","job83733690",0
"1975","MySQL","job83733690",0
"1976","PostgreSQL","job83733690",0
"1977","Ruby","job83733690",0
"1978","HTML","job83733690",0
"1979","Stata","job83733690",0
"1980","Julia","job83733690",0
"1981","SQL","job83733629",1
"1982","Python","job83733629",1
"1983","communication skills","job83733629",1
"1984","Scala","job83733629",1
"1985","predictive analytics","job83733629",0
"1986","Natural Language Processing","job83733629",0
"1987","Analytical","job83733629",0
"1988","Creativity","job83733629",0
"1989","Mathematics","job83733629",1
"1990","Math","job83733629",0
"1991","Programming","job83733629",0
"1992","structured Data","job83733629",0
"1993","data Mining","job83733629",0
"1994","scientific Method","job83733629",0
"1995","Math","job83733629",0
"1996","project Management","job83733629",0
"1997","data Management","job83733629",0
"1998","Statistics","job83733629",1
"1999","product design","job83733629",0
"2000","business Development","job83733629",0
"2001","machine Learning","job83733629",0
"2002","algorithms","job83733629",1
"2003","database","job83733629",0
"2004","graphical Models","job83733629",0
"2005","Models","job83733629",0
"2006","modelling","job83733629",0
"2007","unstructured data","job83733629",0
"2008","optimisation","job83733629",0
"2009","bayesian","job83733629",0
"2010","front end","job83733629",0
"2011","system administration","job83733629",0
"2012","back end","job83733629",0
"2013","big data","job83733629",0
"2014","distributed data","job83733629",0
"2015","cloud Management","job83733629",0
"2016","Hadoop","job83733629",1
"2017","Java","job83733629",0
"2018","R","job83733629",1
"2019","Hive","job83733629",0
"2020","Mapreduce","job83733629",0
"2021","NoSQL","job83733629",0
"2022","Pig","job83733629",0
"2023","SAS","job83733629",1
"2024","C","job83733629",0
"2025","Oracle","job83733629",1
"2026","Teradata","job83733629",0
"2027","SPSS","job83733629",0
"2028","Matlab","job83733629",1
"2029","Perl","job83733629",0
"2030","MySQL","job83733629",0
"2031","PostgreSQL","job83733629",0
"2032","Ruby","job83733629",0
"2033","HTML","job83733629",0
"2034","Stata","job83733629",0
"2035","Julia","job83733629",0
"2036","SQL","job83702219",1
"2037","Python","job83702219",0
"2038","communication skills","job83702219",0
"2039","Scala","job83702219",0
"2040","predictive analytics","job83702219",1
"2041","Natural Language Processing","job83702219",0
"2042","Analytical","job83702219",1
"2043","Creativity","job83702219",0
"2044","Mathematics","job83702219",0
"2045","Math","job83702219",0
"2046","Programming","job83702219",0
"2047","structured Data","job83702219",0
"2048","data Mining","job83702219",0
"2049","scientific Method","job83702219",0
"2050","Math","job83702219",0
"2051","project Management","job83702219",0
"2052","data Management","job83702219",0
"2053","Statistics","job83702219",0
"2054","product design","job83702219",0
"2055","business Development","job83702219",0
"2056","machine Learning","job83702219",0
"2057","algorithms","job83702219",0
"2058","database","job83702219",0
"2059","graphical Models","job83702219",0
"2060","Models","job83702219",0
"2061","modelling","job83702219",0
"2062","unstructured data","job83702219",0
"2063","optimisation","job83702219",0
"2064","bayesian","job83702219",0
"2065","front end","job83702219",0
"2066","system administration","job83702219",0
"2067","back end","job83702219",0
"2068","big data","job83702219",0
"2069","distributed data","job83702219",0
"2070","cloud Management","job83702219",0
"2071","Hadoop","job83702219",0
"2072","Java","job83702219",0
"2073","R","job83702219",2
"2074","Hive","job83702219",0
"2075","Mapreduce","job83702219",0
"2076","NoSQL","job83702219",0
"2077","Pig","job83702219",0
"2078","SAS","job83702219",0
"2079","C","job83702219",0
"2080","Oracle","job83702219",0
"2081","Teradata","job83702219",0
"2082","SPSS","job83702219",0
"2083","Matlab","job83702219",0
"2084","Perl","job83702219",0
"2085","MySQL","job83702219",0
"2086","PostgreSQL","job83702219",0
"2087","Ruby","job83702219",0
"2088","HTML","job83702219",0
"2089","Stata","job83702219",0
"2090","Julia","job83702219",0
"2091","SQL","job83546350",0
"2092","Python","job83546350",1
"2093","communication skills","job83546350",0
"2094","Scala","job83546350",0
"2095","predictive analytics","job83546350",0
"2096","Natural Language Processing","job83546350",0
"2097","Analytical","job83546350",0
"2098","Creativity","job83546350",0
"2099","Mathematics","job83546350",0
"2100","Math","job83546350",0
"2101","Programming","job83546350",1
"2102","structured Data","job83546350",0
"2103","data Mining","job83546350",0
"2104","scientific Method","job83546350",0
"2105","Math","job83546350",0
"2106","project Management","job83546350",0
"2107","data Management","job83546350",0
"2108","Statistics","job83546350",0
"2109","product design","job83546350",0
"2110","business Development","job83546350",0
"2111","machine Learning","job83546350",3
"2112","algorithms","job83546350",0
"2113","database","job83546350",0
"2114","graphical Models","job83546350",0
"2115","Models","job83546350",2
"2116","modelling","job83546350",0
"2117","unstructured data","job83546350",0
"2118","optimisation","job83546350",0
"2119","bayesian","job83546350",0
"2120","front end","job83546350",0
"2121","system administration","job83546350",0
"2122","back end","job83546350",0
"2123","big data","job83546350",0
"2124","distributed data","job83546350",0
"2125","cloud Management","job83546350",0
"2126","Hadoop","job83546350",0
"2127","Java","job83546350",1
"2128","R","job83546350",1
"2129","Hive","job83546350",0
"2130","Mapreduce","job83546350",0
"2131","NoSQL","job83546350",0
"2132","Pig","job83546350",0
"2133","SAS","job83546350",0
"2134","C","job83546350",1
"2135","Oracle","job83546350",0
"2136","Teradata","job83546350",0
"2137","SPSS","job83546350",0
"2138","Matlab","job83546350",0
"2139","Perl","job83546350",0
"2140","MySQL","job83546350",0
"2141","PostgreSQL","job83546350",0
"2142","Ruby","job83546350",0
"2143","HTML","job83546350",0
"2144","Stata","job83546350",0
"2145","Julia","job83546350",0
"2146","SQL","job83690827",1
"2147","Python","job83690827",0
"2148","communication skills","job83690827",0
"2149","Scala","job83690827",0
"2150","predictive analytics","job83690827",0
"2151","Natural Language Processing","job83690827",0
"2152","Analytical","job83690827",1
"2153","Creativity","job83690827",1
"2154","Mathematics","job83690827",0
"2155","Math","job83690827",0
"2156","Programming","job83690827",1
"2157","structured Data","job83690827",0
"2158","data Mining","job83690827",0
"2159","scientific Method","job83690827",0
"2160","Math","job83690827",0
"2161","project Management","job83690827",0
"2162","data Management","job83690827",0
"2163","Statistics","job83690827",0
"2164","product design","job83690827",0
"2165","business Development","job83690827",0
"2166","machine Learning","job83690827",2
"2167","algorithms","job83690827",0
"2168","database","job83690827",1
"2169","graphical Models","job83690827",0
"2170","Models","job83690827",2
"2171","modelling","job83690827",1
"2172","unstructured data","job83690827",0
"2173","optimisation","job83690827",0
"2174","bayesian","job83690827",0
"2175","front end","job83690827",0
"2176","system administration","job83690827",0
"2177","back end","job83690827",0
"2178","big data","job83690827",0
"2179","distributed data","job83690827",0
"2180","cloud Management","job83690827",0
"2181","Hadoop","job83690827",0
"2182","Java","job83690827",0
"2183","R","job83690827",1
"2184","Hive","job83690827",0
"2185","Mapreduce","job83690827",0
"2186","NoSQL","job83690827",0
"2187","Pig","job83690827",0
"2188","SAS","job83690827",0
"2189","C","job83690827",0
"2190","Oracle","job83690827",0
"2191","Teradata","job83690827",0
"2192","SPSS","job83690827",0
"2193","Matlab","job83690827",0
"2194","Perl","job83690827",0
"2195","MySQL","job83690827",0
"2196","PostgreSQL","job83690827",0
"2197","Ruby","job83690827",0
"2198","HTML","job83690827",0
"2199","Stata","job83690827",0
"2200","Julia","job83690827",0
"2201","SQL","job83772850",0
"2202","Python","job83772850",0
"2203","communication skills","job83772850",0
"2204","Scala","job83772850",0
"2205","predictive analytics","job83772850",0
"2206","Natural Language Processing","job83772850",0
"2207","Analytical","job83772850",0
"2208","Creativity","job83772850",0
"2209","Mathematics","job83772850",0
"2210","Math","job83772850",0
"2211","Programming","job83772850",0
"2212","structured Data","job83772850",0
"2213","data Mining","job83772850",1
"2214","scientific Method","job83772850",0
"2215","Math","job83772850",0
"2216","project Management","job83772850",0
"2217","data Management","job83772850",0
"2218","Statistics","job83772850",0
"2219","product design","job83772850",0
"2220","business Development","job83772850",0
"2221","machine Learning","job83772850",0
"2222","algorithms","job83772850",0
"2223","database","job83772850",0
"2224","graphical Models","job83772850",0
"2225","Models","job83772850",2
"2226","modelling","job83772850",0
"2227","unstructured data","job83772850",0
"2228","optimisation","job83772850",0
"2229","bayesian","job83772850",0
"2230","front end","job83772850",0
"2231","system administration","job83772850",0
"2232","back end","job83772850",0
"2233","big data","job83772850",0
"2234","distributed data","job83772850",0
"2235","cloud Management","job83772850",0
"2236","Hadoop","job83772850",0
"2237","Java","job83772850",0
"2238","R","job83772850",0
"2239","Hive","job83772850",0
"2240","Mapreduce","job83772850",0
"2241","NoSQL","job83772850",0
"2242","Pig","job83772850",0
"2243","SAS","job83772850",0
"2244","C","job83772850",0
"2245","Oracle","job83772850",0
"2246","Teradata","job83772850",0
"2247","SPSS","job83772850",0
"2248","Matlab","job83772850",0
"2249","Perl","job83772850",0
"2250","MySQL","job83772850",0
"2251","PostgreSQL","job83772850",0
"2252","Ruby","job83772850",0
"2253","HTML","job83772850",0
"2254","Stata","job83772850",0
"2255","Julia","job83772850",0
"2256","SQL","job83738982",1
"2257","Python","job83738982",1
"2258","communication skills","job83738982",0
"2259","Scala","job83738982",0
"2260","predictive analytics","job83738982",0
"2261","Natural Language Processing","job83738982",0
"2262","Analytical","job83738982",0
"2263","Creativity","job83738982",0
"2264","Mathematics","job83738982",0
"2265","Math","job83738982",0
"2266","Programming","job83738982",0
"2267","structured Data","job83738982",0
"2268","data Mining","job83738982",1
"2269","scientific Method","job83738982",0
"2270","Math","job83738982",0
"2271","project Management","job83738982",0
"2272","data Management","job83738982",0
"2273","Statistics","job83738982",0
"2274","product design","job83738982",0
"2275","business Development","job83738982",0
"2276","machine Learning","job83738982",2
"2277","algorithms","job83738982",1
"2278","database","job83738982",0
"2279","graphical Models","job83738982",0
"2280","Models","job83738982",1
"2281","modelling","job83738982",1
"2282","unstructured data","job83738982",0
"2283","optimisation","job83738982",0
"2284","bayesian","job83738982",0
"2285","front end","job83738982",0
"2286","system administration","job83738982",0
"2287","back end","job83738982",0
"2288","big data","job83738982",0
"2289","distributed data","job83738982",0
"2290","cloud Management","job83738982",0
"2291","Hadoop","job83738982",0
"2292","Java","job83738982",0
"2293","R","job83738982",0
"2294","Hive","job83738982",0
"2295","Mapreduce","job83738982",0
"2296","NoSQL","job83738982",0
"2297","Pig","job83738982",0
"2298","SAS","job83738982",0
"2299","C","job83738982",0
"2300","Oracle","job83738982",0
"2301","Teradata","job83738982",0
"2302","SPSS","job83738982",0
"2303","Matlab","job83738982",0
"2304","Perl","job83738982",0
"2305","MySQL","job83738982",0
"2306","PostgreSQL","job83738982",0
"2307","Ruby","job83738982",0
"2308","HTML","job83738982",0
"2309","Stata","job83738982",0
"2310","Julia","job83738982",0
"2311","SQL","job83696212",0
"2312","Python","job83696212",0
"2313","communication skills","job83696212",0
"2314","Scala","job83696212",0
"2315","predictive analytics","job83696212",0
"2316","Natural Language Processing","job83696212",0
"2317","Analytical","job83696212",0
"2318","Creativity","job83696212",0
"2319","Mathematics","job83696212",0
"2320","Math","job83696212",0
"2321","Programming","job83696212",0
"2322","structured Data","job83696212",0
"2323","data Mining","job83696212",0
"2324","scientific Method","job83696212",0
"2325","Math","job83696212",0
"2326","project Management","job83696212",0
"2327","data Management","job83696212",4
"2328","Statistics","job83696212",0
"2329","product design","job83696212",0
"2330","business Development","job83696212",0
"2331","machine Learning","job83696212",0
"2332","algorithms","job83696212",0
"2333","database","job83696212",0
"2334","graphical Models","job83696212",0
"2335","Models","job83696212",0
"2336","modelling","job83696212",2
"2337","unstructured data","job83696212",0
"2338","optimisation","job83696212",0
"2339","bayesian","job83696212",0
"2340","front end","job83696212",0
"2341","system administration","job83696212",0
"2342","back end","job83696212",0
"2343","big data","job83696212",0
"2344","distributed data","job83696212",0
"2345","cloud Management","job83696212",0
"2346","Hadoop","job83696212",0
"2347","Java","job83696212",0
"2348","R","job83696212",0
"2349","Hive","job83696212",0
"2350","Mapreduce","job83696212",0
"2351","NoSQL","job83696212",0
